Format,OpenTRACK,,,,,,
Name,2025 Autocross,,,,,,
Country,USA,,,,,,
City,"Brooklyn, Michigan",,,,,,
5,10,4.68,0.01,294.7,0,1,1
5,10,4.32,0.03,294.7,0,1,1
5,10.1,3.6,0.18,294.7,0,1,1
5,10.2,3.96,0.02,294.7,0,1,1
5,10.4,3.96,0.06,294.7,0,1,1
5,10.5,3.96,-0.04,294.7,0,1,1
5,10.7,3.6,-0.17,294.7,0,1,1
5,10.8,3.96,-0.04,294.7,0,1,1
5,10.9,4.32,-0.03,294.7,0,1,1
6,11,4.68,0.05,294.7,0,1,1
6,11.1,5.04,0.1,294.7,0,1,1
6,11.2,5.04,0.02,294.7,0,1,1
6,11.3,5.04,-0.07,294.7,0,1,1
6,11.3,5.04,-0.17,294.7,0,1,1
6,11.4,4.68,-0.13,294.7,0,1,1
6,11.4,4.68,-0.03,294.7,0,1,1
6,11.5,4.32,0.12,294.7,0,1,1
6,11.5,4.68,-0.01,294.7,0,1,1
6,11.5,4.68,-0.1,294.7,0,1,1
6,11.4,3.96,-0.07,294.7,0,1,1
6,11.4,4.32,0.06,294.7,0,1,1
7,11.4,4.68,0.01,294.7,0,1,1
7,11.3,4.68,0.01,294.7,0,1,1
7,11.2,3.24,0.09,294.7,0,1,1
7,11.2,2.16,0.21,294.7,0,1,1
7,11.1,0,0.08,294.72,0,1,1
7,11,0,0.08,294.76,0,1,1
7,10.9,0,-0.09,294.8,0,1,1
7,10.9,0,0.02,294.8,0,1,1
7,10.8,0,0.02,294.8,0,1,1
7,10.8,0,0,294.8,0,1,1
8,10.7,0,-0.09,294.8,0,1,1
8,10.7,0,0.3,294.8,0,1,1
8,10.8,0,-0.19,294.8,0,1,1
8,10.9,0,0.17,294.8,0,1,1
8,10.9,-2.16,-0.03,294.8,0,1,1
8,11,-3.24,0.16,294.8,0,1,1
8,11.1,-3.6,0.14,294.8,0,1,1
8,10.9,-3.24,-0.16,294.8,0,1,1
8,10.8,-2.88,-0.44,294.8,0,1,1
8,10.6,-2.88,-0.06,294.8,0,1,1
9,10.4,-3.96,0.14,294.8,0,1,1
9,10.3,-6.12,0.29,294.8,0,1,1
9,10.2,-6.84,0.29,294.8,0,1,1
9,10.2,-7.56,0.24,294.8,0,1,1
9,10.1,-7.92,-0.13,294.8,0,1,1
9,10.1,-7.2,0.01,294.8,0,1,1
9,10,-6.84,-0.06,294.8,0,1,1
9,10,-6.84,-0.05,294.8,0,1,1
9,10.1,-7.2,0.28,294.8,0,1,1
9,10.1,-7.56,0.21,294.8,0,1,1
9,10.2,-9.36,0.22,294.8,0,1,1
10,10.2,-9.72,-0.12,294.8,0,1,1
10,10.1,-10.08,0.09,294.8,0,1,1
10,9.9,-10.8,-0.01,294.8,0,1,1
10,9.8,-11.88,-0.16,294.8,0,1,1
10,9.6,-11.88,-0.12,294.8,0,1,1
10,9.5,-12.96,0.01,294.8,0,1,1
10,9.4,-12.96,0.39,294.8,0,1,1
10,9.4,-12.96,0.34,294.8,0,1,1
10,9.3,-12.6,0.32,294.82,0,1,1
10,9.2,-12.96,0.25,294.86,0,1,1
10,9.1,-12.96,0.16,294.9,0,1,1
10,9.1,-13.32,0.05,294.9,0,1,1
11,9.1,-12.96,-0.07,294.9,0,1,1
11,9,-12.96,0.12,294.9,0,1,1
11,9,-12.6,0.14,294.9,0,1,1
11,9,-12.6,0.01,294.9,0,1,1
11,9,-11.88,0.14,294.9,0,1,1
11,9,-12.24,0.24,294.9,0,1,1
11,9,-12.24,0.15,294.9,0,1,1
11,9.1,-12.24,0.17,294.9,0,1,1
11,9.1,-11.52,-0.06,294.9,0,1,1
11,9,-11.88,0.31,294.9,0,1,1
11,9,-11.52,0.19,294.9,0,1,1
11,8.9,-11.52,0.17,294.9,0,1,1
12,8.8,-12.24,-0.29,294.9,0,1,1
12,8.8,-11.88,-0.19,294.9,0,1,1
12,8.6,-11.52,-0.1,294.9,0,1,1
12,8.5,-11.16,-0.11,294.9,0,1,1
12,8.4,-10.8,0.01,294.9,0,1,1
12,8.3,-11.16,0.04,294.9,0,1,1
12,8.1,-10.8,0.07,294.9,0,1,1
12,8,-11.16,0.01,294.9,0,1,1
12,7.8,-11.16,-0.23,294.9,0,1,1
12,7.7,-11.52,-0.23,294.9,0,1,1
12,7.5,-10.8,0.32,294.9,0,1,1
12,7.3,-10.8,0.15,294.9,0,1,1
12,7.3,-10.44,0.02,294.9,0,1,1
13,7.2,-10.08,-0.21,294.9,0,1,1
13,7.1,-10.08,-0.06,294.92,0,1,1
13,7.1,-9.72,-0.1,294.96,0,1,1
13,7,-9,0.17,295,0,1,1
13,6.9,-9,0.08,295,0,1,1
13,6.8,-8.28,0.05,295,0,1,1
13,6.6,-7.2,-0.18,295,0,1,1
13,6.5,-6.84,-0.14,295,0,1,1
13,6.4,-5.4,-0.18,295,0,1,1
13,6.3,-5.04,0.13,295,0,1,1
13,6.3,-3.96,-0.1,295,0,1,1
13,6.2,-3.6,-0.24,294.98,0,1,1
13,6.1,-2.88,-0.03,294.94,0,1,1
13,6,-2.52,-0.13,294.9,0,1,1
13,6,-2.52,0.11,294.9,0,1,1
13,5.9,-2.16,-0.36,294.9,0,1,1
14,5.8,-1.8,-0.08,294.92,0,1,1
14,5.7,-1.8,0.01,294.96,0,1,1
14,5.6,-1.8,0.23,295,0,1,1
14,5.5,-1.8,0.17,295,0,1,1
14,5.4,-1.8,0.22,295,0,1,1
14,5.3,-1.8,0.04,295,0,1,1
14,5.2,-1.8,-0.14,295,0,1,1
14,5.1,-1.44,-0.29,295,0,1,1
14,5,-1.44,-0.12,295,0,1,1
14,5,-1.44,-0.17,295,0,1,1
14,4.9,-1.44,0.11,295,0,1,1
14,4.9,-1.8,0.17,295,0,1,1
14,4.8,-1.44,0.23,295,0,1,1
14,4.7,-1.8,0.1,295,0,1,1
14,4.7,-2.16,-0.11,295,0,1,1
14,4.6,-2.52,-0.18,295,0,1,1
14,4.5,-2.52,-0.31,295,0,1,1
14,4.4,-2.88,-0.03,295,0,1,1
14,4.4,-3.24,-0.05,295,0,1,1
14,4.4,-3.24,0.15,295,0,1,1
15,4.4,-4.32,0.14,295,0,1,1
15,4.4,-3.96,0.24,295,0,1,1
15,4.4,-4.32,0.07,295,0,1,1
15,4.4,-4.68,-0.3,295,0,1,1
15,4.4,-5.04,-0.18,295,0,1,1
15,4.4,-5.04,-0.18,295,0,1,1
15,4.4,-5.04,0.01,295,0,1,1
15,4.4,-5.04,0.08,295,0,1,1
15,4.3,-5.04,0.32,295,0,1,1
15,4.2,-4.68,0.17,295,0,1,1
15,4.2,-4.68,0.12,295,0,1,1
15,4.1,-4.32,-0.23,295,0,1,1
15,4,-4.32,-0.22,295,0,1,1
15,4,-4.32,-0.23,295,0,1,1
15,3.9,-4.68,-0.12,295,0,1,1
15,3.9,-3.6,-0.16,295,0,1,1
15,3.8,-3.96,-0.02,295,0,1,1
15,3.8,-2.88,-0.11,295,0,1,1
15,3.8,-1.8,-0.26,295,0,1,1
15,3.7,-1.8,-0.24,295,0,1,1
15,3.7,-1.08,-0.13,295.02,0,1,1
15,3.6,-1.08,0.14,295.06,0,1,1
15,3.6,0,0.03,295.1,0,1,1
15,3.5,0,-0.03,295.1,0,1,1
15,3.5,0,-0.16,295.1,0,1,1
15,3.4,0,-0.13,295.1,0,1,1
15,3.4,0,-0.28,295.1,0,1,1
16,3.4,0,-0.04,295.1,0,1,1
16,3.3,0,-0.22,295.1,0,1,1
16,3.3,0,-0.14,295.1,0,1,1
16,3.2,0,-0.17,295.1,0,1,1
16,3.2,0,0.03,295.1,0,1,1
16,3.1,0,0.03,295.1,0,1,1
16,3.1,0,-0.11,295.1,0,1,1
16,3,0,-0.38,295.1,0,1,1
16,3,0,-0.18,295.1,0,1,1
16,2.9,0,0.12,295.1,0,1,1
16,2.9,0,-0.04,295.1,0,1,1
16,2.9,0,0.1,295.1,0,1,1
16,2.8,0,0.02,295.1,0,1,1
16,2.8,0,-0.46,295.1,0,1,1
16,2.7,0,-0.2,295.1,0,1,1
16,2.7,0,-0.02,295.1,0,1,1
16,2.6,0,0.43,295.1,0,1,1
16,2.6,0,0.13,295.1,0,1,1
16,2.5,0,-0.08,295.12,0,1,1
16,2.4,0,-0.38,295.16,0,1,1
16,2.4,0,-0.14,295.2,0,1,1
16,2.3,0,-0.18,295.2,0,1,1
16,2.3,0,-0.19,295.2,0,1,1
16,2.3,0,-0.14,295.2,0,1,1
16,2.2,0,0.15,295.2,0,1,1
16,2.2,0,-0.26,295.2,0,1,1
16,2.1,0,-0.12,295.2,0,1,1
16,2,0,-0.21,295.2,0,1,1
16,2,0,-0.1,295.2,0,1,1
16,1.9,0,0.14,295.2,0,1,1
16,1.8,0,0.27,295.2,0,1,1
16,1.8,0,-0.15,295.2,0,1,1
16,1.7,0,-0.09,295.2,0,1,1
16,1.7,0,-0.09,295.2,0,1,1
16,1.6,0,-0.47,295.2,0,1,1
16,1.6,0,-0.31,295.2,0,1,1
16,1.6,0,-0.1,295.2,0,1,1
16,1.5,0,0.15,295.2,0,1,1
16,1.5,0,0.26,295.2,0,1,1
16,1.4,0,0.29,295.2,0,1,1
16,1.4,0,0.3,295.2,0,1,1
16,1.4,0,-0.15,295.2,0,1,1
16,1.3,0,-0.25,295.2,0,1,1
17,1.3,0,-0.46,295.2,0,1,1
17,1.2,0,-0.15,295.2,0,1,1
17,1.2,0,-0.09,295.2,0,1,1
17,1.2,0,0.24,295.2,0,1,1
17,1.1,0,0.2,295.2,0,1,1
17,1.1,0,0.2,295.22,0,1,1
17,1.1,0,0,295.26,0,1,1
17,1.1,0,-0.21,295.3,0,1,1
17,1,0,-0.29,295.3,0,1,1
17,1,0,-0.19,295.3,0,1,1
17,0.9,0,0.11,295.3,0,1,1
17,0.9,0,0.22,295.3,0,1,1
17,0.8,0,0.24,295.3,0,1,1
17,0.8,0,-0.01,295.3,0,1,1
17,0.8,0,-0.07,295.3,0,1,1
17,0.7,0,-0.29,295.3,0,1,1
17,0.7,0,-0.15,295.3,0,1,1
17,0.6,0,-0.21,295.3,0,1,1
17,0.6,0,0.12,295.3,0,1,1
17,0.6,0,0.15,295.3,0,1,1
17,0.5,0,0.22,295.3,0,1,1
17,0.5,0,0.19,295.3,0,1,1
17,0.5,0,-0.1,295.3,0,1,1
17,0.5,0,-0.51,295.3,0,1,1
17,0.5,0,-0.41,295.3,0,1,1
17,0.5,0,-0.06,295.3,0,1,1
17,0.4,0,-0.06,295.3,0,1,1
17,0.4,0,0.19,295.3,0,1,1
17,0.4,0,0.19,295.3,0,1,1
17,0.4,0,0.22,295.3,0,1,1
17,0.4,0,0.11,295.32,0,1,1
17,0.3,0,-0.22,295.36,0,1,1
17,0.3,0,-0.27,295.4,0,1,1
17,0.3,0,-0.34,295.4,0,1,1
17,0.3,0,0.04,295.4,0,1,1
17,0.3,0,-0.2,295.4,0,1,1
17,0.2,0,0.28,295.4,0,1,1
17,0.2,0,0.03,295.4,0,1,1
17,0.2,0,-0.13,295.4,0,1,1
17,0.2,0,-0.33,295.4,0,1,1
17,0.2,0,-0.14,295.4,0,1,1
17,0.2,0,-0.07,295.4,0,1,1
17,0.2,0,0.37,295.4,0,1,1
17,0.2,0,0.05,295.4,0,1,1
17,0.2,0,0.03,295.4,0,1,1
17,0.2,0,-0.28,295.4,0,1,1
17,0.2,0,-0.12,295.4,0,1,1
17,0.2,0,-0.1,295.4,0,1,1
17,0.2,0,-0.05,295.4,0,1,1
17,0.2,0,0.06,295.4,0,1,1
17,0.2,0,0.08,295.4,0,1,1
17,0.2,0,-0.27,295.4,0,1,1
17,0.2,0,-0.11,295.4,0,1,1
17,0.2,0,-0.06,295.4,0,1,1
17,0.2,0,0.2,295.4,0,1,1
17,0.2,0,0.19,295.4,0,1,1
17,0.2,0,-0.15,295.4,0,1,1
17,0.2,0,-0.19,295.4,0,1,1
17,0.2,0,-0.25,295.4,0,1,1
17,0.2,0,-0.21,295.4,0,1,1
17,0.2,0,0.05,295.42,0,1,1
17,0.2,0,0.23,295.46,0,1,1
17,0.1,0,-0.09,295.5,0,1,1
17,0.1,0,-0.27,295.5,0,1,1
17,0.1,0,-0.21,295.5,0,1,1
17,0.1,0,-0.26,295.5,0,1,1
17,0.1,0,0.3,295.5,0,1,1
17,0.1,0,0.11,295.5,0,1,1
17,0.1,0,0.18,295.5,0,1,1
17,0.1,0,0.12,295.5,0,1,1
17,0.1,0,-0.09,295.5,0,1,1
17,0.1,0,-0.05,295.5,0,1,1
17,0.1,0,-0.15,295.5,0,1,1
17,0.1,0,0.07,295.5,0,1,1
17,0.1,0,0.16,295.5,0,1,1
17,0.1,0,0.3,295.5,0,1,1
17,0.1,0,-0.18,295.5,0,1,1
17,0.1,0,0.02,295.5,0,1,1
17,0.1,0,-0.31,295.5,0,1,1
17,0.1,0,-0.1,295.5,0,1,1
17,0.1,0,0.13,295.5,0,1,1
17,0.1,0,0.18,295.5,0,1,1
17,0.1,0,0.18,295.5,0,1,1
17,0.1,0,-0.2,295.5,0,1,1
17,0.1,0,-0.41,295.5,0,1,1
17,0,0,-0.29,295.52,0,1,1
17,0,0,0.1,295.56,0,1,1
17,0,0,0.07,295.6,0,1,1
17,0,0,0.38,295.6,0,1,1
17,0,0,0.18,295.6,0,1,1
17,0,0,0.14,295.6,0,1,1
17,0,0,-0.07,295.6,0,1,1
17,0,0,-0.26,295.6,0,1,1
17,0,0,0.17,295.6,0,1,1
17,0,0,0.14,295.6,0,1,1
17,0,0,0.28,295.6,0,1,1
17,0,0,-0.13,295.6,0,1,1
17,0,0,-0.3,295.6,0,1,1
17,0,0,-0.35,295.6,0,1,1
17,0,0,-0.22,295.6,0,1,1
17,0,0,-0.25,295.6,0,1,1
17,0,0,-0.08,295.6,0,1,1
17,0,0,0.07,295.6,0,1,1
17,0,0,0.17,295.6,0,1,1
17,0,0,0,295.6,0,1,1
17,0,0,-0.01,295.6,0,1,1
17,0,0,-0.26,295.6,0,1,1
17,0,0,-0.09,295.6,0,1,1
17,0,0,-0.1,295.6,0,1,1
17,0,0,-0.13,295.6,0,1,1
17,0,0,-0.24,295.6,0,1,1
17,0,0,0.13,295.6,0,1,1
17,0,0,0.18,295.6,0,1,1
17,0,0,0.24,295.6,0,1,1
17,0,0,0.25,295.6,0,1,1
17,0,0,-0.12,295.62,0,1,1
17,0,0,-0.2,295.66,0,1,1
17,0,0,-0.37,295.7,0,1,1
17,0,0,0.02,295.7,0,1,1
17,0,0,0.09,295.7,0,1,1
17,0,0,0.4,295.7,0,1,1
17,0,0,0.14,295.7,0,1,1
17,0,0,0.01,295.7,0,1,1
17,0,0,-0.32,295.7,0,1,1
17,0,0,-0.23,295.7,0,1,1
17,0,0,-0.27,295.7,0,1,1
17,0,0,0.01,295.7,0,1,1
17,0,0,0.2,295.7,0,1,1
17,0,0,0.17,295.7,0,1,1
17,0,0,-0.16,295.7,0,1,1
17,0,0,-0.25,295.7,0,1,1
17,0,0,-0.33,295.7,0,1,1
17,0,0,-0.17,295.7,0,1,1
17,0,0,0.04,295.7,0,1,1
17,0,0,0.11,295.7,0,1,1
17,0,0,0.2,295.7,0,1,1
17,0,0,0.04,295.7,0,1,1
17,0,0,0.02,295.7,0,1,1
17,0,0,-0.28,295.7,0,1,1
17,0,0,-0.16,295.7,0,1,1
17,0,0,-0.23,295.7,0,1,1
17,0,0,0.05,295.7,0,1,1
17,0,0,0.11,295.7,0,1,1
17,0,0,0.21,295.7,0,1,1
17,0,0,-0.17,295.7,0,1,1
17,0,0,-0.2,295.7,0,1,1
17,0,0,-0.21,295.7,0,1,1
17,0,0,-0.38,295.7,0,1,1
17,0,0,0.01,295.7,0,1,1
17,0,0,0.43,295.7,0,1,1
17,0,0,0.38,295.72,0,1,1
17,0,0,0.19,295.76,0,1,1
17,0,0,0.18,295.8,0,1,1
17,0,0,-0.06,295.8,0,1,1
17,0,0,-0.25,295.8,0,1,1
17,0,0,-0.28,295.8,0,1,1
17,0,0,-0.04,295.8,0,1,1
17,0,0,0.04,295.8,0,1,1
17,0,0,0.19,295.8,0,1,1
17,0,0,0.16,295.8,0,1,1
17,0,0,-0.07,295.8,0,1,1
17,0,0,0.2,295.8,0,1,1
17,0,0,0.01,295.8,0,1,1
17,0,0,-0.2,295.8,0,1,1
17,0,0,-0.29,295.8,0,1,1
17,0,0,-0.4,295.8,0,1,1
17,0,0,-0.07,295.8,0,1,1
17,0,0,-0.01,295.8,0,1,1
17,0,0,0.23,295.8,0,1,1
17,0,0,0.11,295.8,0,1,1
17,0,0,0.11,295.8,0,1,1
17,0,0,-0.17,295.8,0,1,1
17,0,0,-0.14,295.8,0,1,1
17,0,0,-0.05,295.8,0,1,1
17,0,0,0.14,295.8,0,1,1
17,0,0,0.22,295.8,0,1,1
17,0,0,0.21,295.8,0,1,1
17,0,0,-0.15,295.8,0,1,1
17,0,0,-0.19,295.8,0,1,1
17,0,0,-0.37,295.8,0,1,1
17,0,0,-0.02,295.82,0,1,1
17,0,0,0.01,295.86,0,1,1
17,0,0,0.3,295.9,0,1,1
17,0,0,0.24,295.9,0,1,1
17,0,0,0.23,295.9,0,1,1
17,0,0,0.1,295.9,0,1,1
17,0,0,-0.23,295.9,0,1,1
17,0,0,-0.24,295.9,0,1,1
17,0,0,-0.04,295.9,0,1,1
17,0,0,-0.09,295.9,0,1,1
17,0,0,-0.35,295.9,0,1,1
17,0,0,-0.2,295.9,0,1,1
17,0,0,-0.23,295.9,0,1,1
17,0,0,-0.1,295.9,0,1,1
17,0,0,0.16,295.9,0,1,1
17,0,0,0.2,295.9,0,1,1
17,0,0,0.31,295.9,0,1,1
17,0,0,0.02,295.9,0,1,1
17,0,0,0,295.9,0,1,1
17,0,0,-0.35,295.9,0,1,1
17,0,0,-0.38,295.9,0,1,1
17,0,0,-0.28,295.9,0,1,1
17,0,0,-0.22,295.9,0,1,1
17,0,0,0.01,295.9,0,1,1
17,0,0,0.32,295.9,0,1,1
17,0,0,0.25,295.9,0,1,1
17,0,0,0.01,295.9,0,1,1
17,0,0,-0.12,295.9,0,1,1
17,0,0,-0.29,295.9,0,1,1
17,0,0,-0.11,295.9,0,1,1
17,0,0,0.12,295.9,0,1,1
17,0,0,0.35,295.9,0,1,1
17,0,0,-0.02,295.9,0,1,1
17,0,0,-0.15,295.9,0,1,1
17,0,0,-0.46,295.9,0,1,1
17,0,0,-0.02,295.9,0,1,1
17,0,0,0.1,295.9,0,1,1
17,0,0,0.42,295.9,0,1,1
17,0,0,0.12,295.9,0,1,1
17,0,0,-0.13,295.9,0,1,1
17,0,0,0.03,295.9,0,1,1
17,0,0,0.31,295.9,0,1,1
17,0,0,0.16,295.9,0,1,1
17,0,0,0.18,295.9,0,1,1
17,0,0,0.01,295.9,0,1,1
17,0,0,-0.13,295.92,0,1,1
17,0,0,-0.23,295.96,0,1,1
17,0,0,-0.23,296,0,1,1
17,0,0,-0.07,296,0,1,1
17,0,0,0.1,296,0,1,1
17,0,0,0.32,296,0,1,1
17,0,0,0.06,296,0,1,1
17,0,0,-0.04,296,0,1,1
17,0,0,-0.15,296,0,1,1
17,0,0,-0.13,296,0,1,1
17,0,0,-0.24,296,0,1,1
17,0,0,0.1,296,0,1,1
17,0,0,0.3,296,0,1,1
17,0,0,0.21,296,0,1,1
17,0,0,-0.04,296,0,1,1
17,0,0,-0.18,296,0,1,1
17,0,0,-0.22,296,0,1,1
17,0,0,-0.08,296,0,1,1
17,0,0,0.21,296,0,1,1
17,0,0,0.25,296,0,1,1
17,0,0,0.23,296,0,1,1
17,0,0,-0.22,296,0,1,1
17,0,0,-0.39,296,0,1,1
17,0,0,-0.37,296,0,1,1
17,0,0,-0.22,296,0,1,1
17,0,0,-0.38,296,0,1,1
17,0,0,0.32,296,0,1,1
17,0,0,0.13,296,0,1,1
17,0,0,0.09,296,0,1,1
17,0,0,-0.12,296,0,1,1
17,0,0,-0.2,296,0,1,1
17,0,0,-0.31,296,0,1,1
17,0,0,-0.21,296,0,1,1
17,0,0,-0.02,296,0,1,1
17,0,0,-0.17,296,0,1,1
17,0,0,0.23,296,0,1,1
17,0,0,-0.14,296,0,1,1
17,0,0,0.11,296,0,1,1
17,0,0,-0.11,296,0,1,1
17,0,0,-0.33,296,0,1,1
